mysql,MySQL,on
dnsmasq,Dnsmasq,on
apache,Apache,on
ssl,SSL (HTTPS for Apache),on
php56,PHP 5.6,off
php70,PHP 7.0,off
php71,PHP 7.1,off
php72,PHP 7.2,on
php73,PHP 7.3,on
php74,PHP 7.4,on
node,Node,on
redis,Redis,on
mailcatcher,MailCatcher,on
